3.000000000000000000e+01	5.000000000000000000e-01	0.000000000000000000e+00	8.953545103742133904e+01
3.500000000000000000e+01	5.000000000000000000e-01	0.000000000000000000e+00	8.953545103742133904e+01
4.000000000000000000e+01	5.000000000000000000e-01	1.790709020748426781e+02	2.259378935426846269e+01
4.500000000000000000e+01	5.000000000000000000e-01	1.790709020748426781e+02	2.259378935426846269e+01
5.000000000000000000e+01	5.000000000000000000e-01	2.831359566087372173e+02	1.496729562079812759e+01
5.500000000000000000e+01	5.000000000000000000e-01	3.798667475109403426e+02	1.240284842263181631e+01
6.000000000000000000e+01	5.000000000000000000e-01	4.904058622959499303e+02	1.173115574454580923e+01
6.500000000000000000e+01	5.000000000000000000e-01	5.802560414885207365e+02	1.211853520325882982e+01
7.000000000000000000e+01	5.000000000000000000e-01	6.700219635046081521e+02	1.296057307399233238e+01
7.500000000000000000e+01	5.000000000000000000e-01	7.907556926213108000e+02	1.448493443409508430e+01
8.000000000000000000e+01	5.000000000000000000e-01	8.587938770785755196e+02	1.545801908822796200e+01
8.500000000000000000e+01	5.000000000000000000e-01	9.808117245918998606e+02	1.731939388074344421e+01
9.000000000000000000e+01	5.000000000000000000e-01	1.111105727120992242e+03	1.940441089905925054e+01
9.500000000000000000e+01	5.000000000000000000e-01	1.207899272551463127e+03	2.099102314624788690e+01
1.000000000000000000e+02	5.000000000000000000e-01	1.303655845077445292e+03	2.258051855085394877e+01
1.050000000000000000e+02	5.000000000000000000e-01	1.410005692943709164e+03	2.436155945343081441e+01
1.100000000000000000e+02	5.000000000000000000e-01	1.503555902478455209e+03	2.593777727144518863e+01
1.150000000000000000e+02	5.000000000000000000e-01	1.576434289041914553e+03	2.717021186185537118e+01
1.200000000000000000e+02	5.000000000000000000e-01	1.636320077334038615e+03	2.818524248656709830e+01
1.250000000000000000e+02	5.000000000000000000e-01	1.679833962435280228e+03	2.892386691114714736e+01
1.300000000000000000e+02	5.000000000000000000e-01	1.726897241065751587e+03	2.972362689900156951e+01
1.350000000000000000e+02	5.000000000000000000e-01	1.745367255662916250e+03	3.003771938299860622e+01
1.400000000000000000e+02	5.000000000000000000e-01	1.726897241065751587e+03	2.972362689900156951e+01
1.450000000000000000e+02	5.000000000000000000e-01	1.712914037319344516e+03	2.948591710693337120e+01
1.500000000000000000e+02	5.000000000000000000e-01	1.684599458428015623e+03	2.900480843768738737e+01
1.550000000000000000e+02	5.000000000000000000e-01	1.621555985321390835e+03	2.793482862423081059e+01
1.600000000000000000e+02	5.000000000000000000e-01	1.550799502754093055e+03	2.673632172062488266e+01
1.650000000000000000e+02	5.000000000000000000e-01	1.438152295154589638e+03	2.483500283400165287e+01
1.700000000000000000e+02	5.000000000000000000e-01	1.303655845077445292e+03	2.258051855085394877e+01
1.750000000000000000e+02	5.000000000000000000e-01	1.146613233294389147e+03	1.998355928797574776e+01
