#frEq RS  d_RS
499.67    25.65E6   0.91E6
501.14    85.9E3    3.0E3
505.37    69.1E3    2.4E3
508.61    5.0E3     0.5E3
702.70    326.0E3   11.0E3
730.45    45.8E3    1.6E3
1047.23   2.34E3    0.15E3
#1375.79   3.4E3     0.4E3
1458.30   18.8E3    0.7E3
1460.34   51.7E3    1.8E3
1464.96   26.1E3    1.0E3
1465.83   183.0E3   6.4E3
