# Config: example.ini
# Date: Thu Jun 18 13:50:18 2015
# Center: 505225000.0
# Span: 100000.0
# Points: 2001
# P	f	f_ref	freq-t_ref
0.000	505237750.0	505237900.0	-150.0
5.000	505237850.0	505237800.0	50.0
10.000	505237800.0	505237800.0	0.0
15.000	505237900.0	505237850.0	50.0
20.000	505237950.0	505237850.0	100.0
25.000	505237700.0	505237700.0	0.0
30.000	505237650.0	505237550.0	100.0
35.000	505237800.0	505237800.0	0.0
40.000	505237700.0	505237550.0	150.0
45.000	505237550.0	505237850.0	-300.0
50.000	505237300.0	505237700.0	-400.0
55.000	505236950.0	505237700.0	-750.0
60.000	505236800.0	505237750.0	-950.0
65.000	505236500.0	505237750.0	-1250.0
70.000	505235850.0	505237750.0	-1900.0
75.000	505234900.0	505237550.0	-2650.0
80.000	505234050.0	505237750.0	-3700.0
85.000	505233350.0	505237800.0	-4450.0
90.000	505232450.0	505237800.0	-5350.0
95.000	505231500.0	505237700.0	-6200.0
100.000	505230550.0	505237550.0	-7000.0
105.000	505229750.0	505237550.0	-7800.0
110.000	505229350.0	505237550.0	-8200.0
115.000	505229100.0	505237550.0	-8450.0
120.000	505228600.0	505237550.0	-8950.0
125.000	505228500.0	505237550.0	-9050.0
130.000	505228450.0	505237500.0	-9050.0
135.000	505228400.0	505237800.0	-9400.0
140.000	505228550.0	505237450.0	-8900.0
145.000	505228400.0	505237750.0	-9350.0
150.000	505228650.0	505237650.0	-9000.0
155.000	505228700.0	505237650.0	-8950.0
160.000	505228650.0	505237550.0	-8900.0
165.000	505228650.0	505237450.0	-8800.0
170.000	505228750.0	505237650.0	-8900.0
175.000	505228800.0	505237350.0	-8550.0
180.000	505228600.0	505237650.0	-9050.0
185.000	505228850.0	505237600.0	-8750.0
190.000	505228550.0	505237500.0	-8950.0
195.000	505228750.0	505237600.0	-8850.0
200.000	505228750.0	505237550.0	-8800.0
205.000	505228700.0	505237450.0	-8750.0
210.000	505228550.0	505237500.0	-8950.0
215.000	505228300.0	505237500.0	-9200.0
220.000	505228500.0	505237550.0	-9050.0
225.000	505228500.0	505237550.0	-9050.0
230.000	505228250.0	505237300.0	-9050.0
235.000	505228100.0	505237450.0	-9350.0
240.000	505228250.0	505237300.0	-9050.0
245.000	505228300.0	505237450.0	-9150.0
250.000	505228350.0	505237450.0	-9100.0
255.000	505228600.0	505237550.0	-8950.0
260.000	505228950.0	505237450.0	-8500.0
265.000	505229500.0	505237250.0	-7750.0
270.000	505230250.0	505237550.0	-7300.0
275.000	505231150.0	505237550.0	-6400.0
280.000	505231950.0	505237300.0	-5350.0
285.000	505233000.0	505237350.0	-4350.0
290.000	505234000.0	505237300.0	-3300.0
295.000	505234750.0	505237350.0	-2600.0
300.000	505235400.0	505237250.0	-1850.0
305.000	505235900.0	505237300.0	-1400.0
310.000	505236400.0	505237300.0	-900.0
315.000	505236500.0	505237250.0	-750.0
320.000	505236850.0	505237450.0	-600.0
325.000	505236900.0	505237350.0	-450.0
330.000	505236800.0	505237200.0	-400.0
335.000	505236950.0	505237200.0	-250.0
340.000	505236800.0	505237400.0	-600.0
345.000	505236800.0	505237500.0	-700.0
350.000	505236350.0	505237200.0	-850.0
355.000	505235900.0	505237400.0	-1500.0
360.000	505235150.0	505237150.0	-2000.0
365.000	505234200.0	505237150.0	-2950.0
370.000	505233050.0	505237200.0	-4150.0
375.000	505231700.0	505237050.0	-5350.0
380.000	505229500.0	505236950.0	-7450.0
385.000	505227700.0	505237050.0	-9350.0
390.000	505225400.0	505237150.0	-11750.0
395.000	505223350.0	505237200.0	-13850.0
400.000	505221300.0	505237300.0	-16000.0
405.000	505219650.0	505237250.0	-17600.0
410.000	505218550.0	505236900.0	-18350.0
415.000	505217450.0	505237150.0	-19700.0
420.000	505216850.0	505237050.0	-20200.0
425.000	505216550.0	505237350.0	-20800.0
430.000	505216350.0	505237050.0	-20700.0
435.000	505216300.0	505237200.0	-20900.0
440.000	505216450.0	505237200.0	-20750.0
445.000	505216350.0	505237150.0	-20800.0
450.000	505216450.0	505237050.0	-20600.0
455.000	505216800.0	505237150.0	-20350.0
460.000	505216850.0	505237200.0	-20350.0
465.000	505216800.0	505237100.0	-20300.0
470.000	505216900.0	505237050.0	-20150.0
475.000	505216750.0	505236950.0	-20200.0
480.000	505216900.0	505237200.0	-20300.0
485.000	505216900.0	505236950.0	-20050.0
490.000	505216900.0	505237250.0	-20350.0
495.000	505216900.0	505237100.0	-20200.0
500.000	505216600.0	505237050.0	-20450.0
505.000	505216450.0	505237050.0	-20600.0
510.000	505216250.0	505237050.0	-20800.0
515.000	505216150.0	505237150.0	-21000.0
520.000	505215950.0	505237050.0	-21100.0
525.000	505215600.0	505236950.0	-21350.0
530.000	505215400.0	505237050.0	-21650.0
535.000	505215300.0	505236800.0	-21500.0
540.000	505215450.0	505236800.0	-21350.0
545.000	505215400.0	505237000.0	-21600.0
550.000	505215800.0	505236900.0	-21100.0
555.000	505216450.0	505237050.0	-20600.0
560.000	505217000.0	505236950.0	-19950.0
565.000	505218350.0	505236800.0	-18450.0
570.000	505220200.0	505236900.0	-16700.0
575.000	505221900.0	505236800.0	-14900.0
580.000	505224200.0	505236900.0	-12700.0
585.000	505226450.0	505236800.0	-10350.0
590.000	505228750.0	505236800.0	-8050.0
595.000	505230700.0	505236800.0	-6100.0
600.000	505232650.0	505236700.0	-4050.0
605.000	505233900.0	505236800.0	-2900.0
610.000	505234900.0	505236800.0	-1900.0
615.000	505235650.0	505236800.0	-1150.0
620.000	505236000.0	505236750.0	-750.0
625.000	505236450.0	505236800.0	-350.0
630.000	505236650.0	505236900.0	-250.0
