3.000000000000000000e+01	5.000000000000000000e-01	0.000000000000000000e+00	3.242686735082737073e+02
3.500000000000000000e+01	5.000000000000000000e-01	3.005055376292470442e+02	1.503403581725535219e+02
4.000000000000000000e+01	5.000000000000000000e-01	0.000000000000000000e+00	2.758894018508775616e+02
4.500000000000000000e+01	5.000000000000000000e-01	0.000000000000000000e+00	2.505631408610842357e+02
5.000000000000000000e+01	5.000000000000000000e-01	2.748080705744998795e+02	9.172279532366071919e+01
5.500000000000000000e+01	5.000000000000000000e-01	0.000000000000000000e+00	1.976326464204492197e+02
6.000000000000000000e+01	5.000000000000000000e-01	0.000000000000000000e+00	1.703244527191232862e+02
6.500000000000000000e+01	5.000000000000000000e-01	0.000000000000000000e+00	1.425327845960903801e+02
7.000000000000000000e+01	5.000000000000000000e-01	8.084813575843642752e+01	8.085992087530921424e+01
7.500000000000000000e+01	5.000000000000000000e-01	0.000000000000000000e+00	8.581572564672229930e+01
8.000000000000000000e+01	5.000000000000000000e-01	4.034138161884057183e+01	4.034726212910818077e+01
8.500000000000000000e+01	5.000000000000000000e-01	3.444593645421642236e+01	1.149703351528901152e+01
9.000000000000000000e+01	5.000000000000000000e-01	-1.246183079962815743e+00	3.122749624314317130e-01
9.500000000000000000e+01	5.000000000000000000e-01	-5.176209081975175508e+01	8.672172136977218670e+00
1.000000000000000000e+02	5.000000000000000000e-01	-1.100116491982681595e+02	1.582781372060527758e+01
1.050000000000000000e+02	5.000000000000000000e-01	-2.144666069907689803e+02	1.824353720062726936e+01
1.100000000000000000e+02	5.000000000000000000e-01	-3.383672823360756183e+02	2.072555811460299324e+01
1.150000000000000000e+02	5.000000000000000000e-01	-4.561047170905989105e+02	2.409838391324398899e+01
1.200000000000000000e+02	5.000000000000000000e-01	-6.201458728688988913e+02	2.609663638125025997e+01
1.250000000000000000e+02	5.000000000000000000e-01	-7.845418851843643324e+02	2.863460791468315136e+01
1.300000000000000000e+02	5.000000000000000000e-01	-9.317579997282844033e+02	3.168813237016090412e+01
1.350000000000000000e+02	5.000000000000000000e-01	-1.084124004796250802e+03	3.465838651234282253e+01
