# Date: Fri Jun 19 22:25:33 2015
# Center: 499502700.0
# Span: 100000.0
# Points: 2001
# Real:	Imag:
0.6794739365577698	-0.4555857479572296
0.6792388558387756	-0.4557253122329712
0.679078221321106	-0.4558701813220978
0.6789019703865051	-0.45603346824645996
0.6786462068557739	-0.4562549591064453
0.6784635782241821	-0.45637601613998413
0.6783242225646973	-0.4565654397010803
0.6780458092689514	-0.456766277551651
0.677892804145813	-0.45688948035240173
0.6776665449142456	-0.4570700526237488
0.6774723529815674	-0.4572533965110779
0.6772930026054382	-0.4573768079280853
0.6770475506782532	-0.4575689733028412
0.6768477559089661	-0.4576772451400757
0.6766474843025208	-0.4579102694988251
0.6764355897903442	-0.4580492675304413
0.6762232184410095	-0.4582119286060333
0.6760262250900269	-0.45841166377067566
0.6758853793144226	-0.45858803391456604
0.6756356954574585	-0.45870181918144226
0.6754098534584045	-0.45890796184539795
0.6752298474311829	-0.4590885639190674
0.6750605702400208	-0.45924779772758484
0.6747922897338867	-0.4594153165817261
0.6746283173561096	-0.4595567584037781
0.6744035482406616	-0.4597329795360565
0.6741552352905273	-0.45990699529647827
0.67397141456604	-0.46011561155319214
0.6737976670265198	-0.4602786898612976
0.673504650592804	-0.46043163537979126
0.6733385324478149	-0.46056556701660156
0.6731781363487244	-0.4607824683189392
0.672906756401062	-0.4609041213989258
0.6727336049079895	-0.46109363436698914
0.6725358963012695	-0.46121495962142944
0.6723093390464783	-0.461418479681015
0.6721100807189941	-0.46160703897476196
0.671896755695343	-0.461830198764801
0.6716253161430359	-0.4619617462158203
0.6714318990707397	-0.4620886445045471
0.6711857914924622	-0.462310791015625
0.671011209487915	-0.4624326825141907
0.6707988977432251	-0.46263277530670166
0.6706212759017944	-0.4628409147262573
0.670326292514801	-0.46297624707221985
0.6701584458351135	-0.46317142248153687
0.669966459274292	-0.4633519649505615
0.6697354912757874	-0.4634602665901184
0.6694765090942383	-0.46367278695106506
0.669281542301178	-0.4638226628303528
0.6690124273300171	-0.4639868140220642
0.668811559677124	-0.4641755223274231
0.6686052680015564	-0.4643436670303345
0.6684010624885559	-0.46451622247695923
0.6681546568870544	-0.4646627902984619
0.6679456233978271	-0.4648702144622803
0.6677329540252686	-0.46502402424812317
0.6675094962120056	-0.4651522636413574
0.667214035987854	-0.46539047360420227
0.667070209980011	-0.46553218364715576
0.6668558120727539	-0.46575361490249634
0.6665719151496887	-0.46586889028549194
0.6663756370544434	-0.4660568833351135
0.6661819219589233	-0.4662530720233917
0.665876030921936	-0.46641048789024353
0.6656925678253174	-0.4666025638580322
0.6654431223869324	-0.46677571535110474
0.6652249097824097	-0.4669561982154846
0.6650032997131348	-0.46715018153190613
0.6647872924804688	-0.46732205152511597
0.664521336555481	-0.46745195984840393
0.6643224358558655	-0.46768733859062195
0.6641303896903992	-0.46781378984451294
0.6638312339782715	-0.46800947189331055
0.663601815700531	-0.4681883454322815
0.6633848547935486	-0.4683816730976105
0.6631546020507812	-0.46855825185775757
0.6629048585891724	-0.4687025249004364
0.6627070903778076	-0.4688803553581238
0.6624453067779541	-0.46904587745666504
0.6622172594070435	-0.46926218271255493
0.6619858145713806	-0.4693768322467804
0.6617164611816406	-0.46962791681289673
0.6615034341812134	-0.46974554657936096
0.6612710356712341	-0.4699505567550659
0.660993754863739	-0.4701220989227295
0.6607623100280762	-0.47029146552085876
0.6605619192123413	-0.4704817831516266
0.6602771282196045	-0.4706508219242096
0.6600661277770996	-0.4708346724510193
0.6598386764526367	-0.471026748418808
0.6595731377601624	-0.47117576003074646
0.6593226194381714	-0.47136494517326355
0.6591190099716187	-0.471561461687088
0.6588681936264038	-0.47176289558410645
0.658623456954956	-0.47189998626708984
0.6583904027938843	-0.47208765149116516
0.6581250429153442	-0.47227755188941956
0.6578426361083984	-0.47245579957962036
0.6576107144355774	-0.47267767786979675
0.6573853492736816	-0.4728219211101532
0.6571316719055176	-0.4730061888694763
0.6568537354469299	-0.4731621742248535
0.6566268801689148	-0.47333621978759766
0.6563717126846313	-0.4735419452190399
0.6561409831047058	-0.4737361669540405
0.6558619141578674	-0.4738600552082062
0.6556205749511719	-0.47405943274497986
0.6553533673286438	-0.47426819801330566
0.6551072597503662	-0.47444620728492737
0.6548683047294617	-0.47457611560821533
0.6545828580856323	-0.47480207681655884
0.6543416380882263	-0.47501301765441895
0.654089093208313	-0.4751579463481903
0.653840959072113	-0.4753251373767853
0.653596043586731	-0.47555530071258545
0.6533559560775757	-0.4756873846054077
0.6530778408050537	-0.4759026765823364
0.652826189994812	-0.4760745167732239
0.6525029540061951	-0.47627076506614685
0.6522890329360962	-0.47641897201538086
0.6520694494247437	-0.4766664505004883
0.651799201965332	-0.4767952263355255
0.6515225172042847	-0.4769802689552307
0.6512700319290161	-0.4771653413772583
0.6509718894958496	-0.4773571491241455
0.6507272720336914	-0.4775475561618805
0.6504685282707214	-0.47773489356040955
0.6502134203910828	-0.47787371277809143
0.6499009132385254	-0.47810283303260803
0.6496580243110657	-0.47830113768577576
0.6493846774101257	-0.4784889817237854
0.6491101980209351	-0.47865021228790283
0.648874819278717	-0.47884106636047363
0.6485572457313538	-0.4790346920490265
0.6483170390129089	-0.47923141717910767
0.6479933857917786	-0.47939473390579224
0.6477646827697754	-0.47961312532424927
0.6474987864494324	-0.4797424077987671
0.6472273468971252	-0.4799562394618988
0.6469423770904541	-0.4801841080188751
0.6466883420944214	-0.4802958369255066
0.6463814973831177	-0.48050931096076965
0.6461246013641357	-0.48074090480804443
0.6458778381347656	-0.4808766841888428
