# Config: example.ini
# Date: Thu Jul 23 20:34:34 2015
# Center: 505262642.5
# Span: 100000.0
# Points: 2001
# P	f	f_ref	freq-t_ref
0.000	505279042.5	505279042.5	0.0
5.000	505278942.5	505279092.5	-150.0
10.000	505279042.5	505278942.5	100.0
15.000	505279042.5	505278842.5	200.0
20.000	505278842.5	505278992.5	-150.0
25.000	505278892.5	505279042.5	-150.0
30.000	505278942.5	505279092.5	-150.0
35.000	505278742.5	505279092.5	-350.0
40.000	505278742.5	505279042.5	-300.0
45.000	505278592.5	505278942.5	-350.0
50.000	505278492.5	505278942.5	-450.0
55.000	505278342.5	505278942.5	-600.0
60.000	505277792.5	505278842.5	-1050.0
65.000	505277392.5	505278842.5	-1450.0
70.000	505276942.5	505278942.5	-2000.0
75.000	505276042.5	505279092.5	-3050.0
80.000	505275142.5	505278942.5	-3800.0
85.000	505273992.5	505279042.5	-5050.0
90.000	505273242.5	505278892.5	-5650.0
95.000	505272342.5	505279042.5	-6700.0
100.000	505271592.5	505278842.5	-7250.0
105.000	505270842.5	505279042.5	-8200.0
110.000	505270242.5	505279042.5	-8800.0
115.000	505269892.5	505278992.5	-9100.0
120.000	505269992.5	505279042.5	-9050.0
125.000	505269742.5	505279042.5	-9300.0
130.000	505269542.5	505279042.5	-9500.0
135.000	505269542.5	505279092.5	-9550.0
140.000	505269742.5	505279042.5	-9300.0
145.000	505269892.5	505279092.5	-9200.0
150.000	505269892.5	505279042.5	-9150.0
155.000	505269942.5	505278942.5	-9000.0
160.000	505269892.5	505279042.5	-9150.0
165.000	505270042.5	505279042.5	-9000.0
170.000	505269992.5	505279042.5	-9050.0
175.000	505270042.5	505279092.5	-9050.0
180.000	505269942.5	505279042.5	-9100.0
185.000	505270042.5	505278942.5	-8900.0
190.000	505270042.5	505279042.5	-9000.0
195.000	505269942.5	505279092.5	-9150.0
200.000	505270042.5	505279092.5	-9050.0
205.000	505269892.5	505279042.5	-9150.0
210.000	505269792.5	505279042.5	-9250.0
215.000	505269692.5	505279192.5	-9500.0
220.000	505269792.5	505279092.5	-9300.0
225.000	505269542.5	505279092.5	-9550.0
230.000	505269642.5	505279092.5	-9450.0
235.000	505269542.5	505279042.5	-9500.0
240.000	505269792.5	505279042.5	-9250.0
245.000	505269892.5	505279042.5	-9150.0
250.000	505270042.5	505278992.5	-8950.0
255.000	505270242.5	505279192.5	-8950.0
260.000	505270642.5	505279092.5	-8450.0
265.000	505271342.5	505279092.5	-7750.0
270.000	505272242.5	505279042.5	-6800.0
275.000	505272892.5	505279142.5	-6250.0
280.000	505273992.5	505279242.5	-5250.0
285.000	505274842.5	505279192.5	-4350.0
290.000	505275792.5	505279092.5	-3300.0
295.000	505276692.5	505279092.5	-2400.0
300.000	505277392.5	505279192.5	-1800.0
305.000	505277892.5	505279242.5	-1350.0
310.000	505278242.5	505279092.5	-850.0
315.000	505278342.5	505279092.5	-750.0
320.000	505278592.5	505279092.5	-500.0
325.000	505278642.5	505279092.5	-450.0
330.000	505278742.5	505279292.5	-550.0
335.000	505278542.5	505279142.5	-600.0
340.000	505278592.5	505279042.5	-450.0
345.000	505278342.5	505279192.5	-850.0
350.000	505278192.5	505279192.5	-1000.0
355.000	505277642.5	505279092.5	-1450.0
360.000	505276942.5	505279092.5	-2150.0
365.000	505275792.5	505279192.5	-3400.0
370.000	505274492.5	505279242.5	-4750.0
375.000	505272792.5	505279192.5	-6400.0
380.000	505270592.5	505279292.5	-8700.0
385.000	505268492.5	505279292.5	-10800.0
390.000	505266292.5	505279292.5	-13000.0
395.000	505263992.5	505279242.5	-15250.0
400.000	505262192.5	505279192.5	-17000.0
405.000	505260842.5	505279342.5	-18500.0
410.000	505259742.5	505279292.5	-19550.0
415.000	505258942.5	505279292.5	-20350.0
420.000	505258542.5	505279242.5	-20700.0
425.000	505258392.5	505279242.5	-20850.0
430.000	505258092.5	505279242.5	-21150.0
435.000	505257942.5	505279392.5	-21450.0
440.000	505258142.5	505279292.5	-21150.0
445.000	505258192.5	505279492.5	-21300.0
450.000	505258442.5	505279292.5	-20850.0
455.000	505258592.5	505279492.5	-20900.0
460.000	505258592.5	505279342.5	-20750.0
465.000	505258892.5	505279492.5	-20600.0
470.000	505258842.5	505279242.5	-20400.0
475.000	505258892.5	505279292.5	-20400.0
480.000	505258942.5	505279492.5	-20550.0
485.000	505259042.5	505279392.5	-20350.0
490.000	505259042.5	505279492.5	-20450.0
495.000	505258892.5	505279442.5	-20550.0
500.000	505258692.5	505279442.5	-20750.0
505.000	505258592.5	505279442.5	-20850.0
510.000	505258292.5	505279692.5	-21400.0
515.000	505257942.5	505279492.5	-21550.0
520.000	505257942.5	505279492.5	-21550.0
525.000	505257942.5	505279492.5	-21550.0
530.000	505257642.5	505279592.5	-21950.0
535.000	505257642.5	505279692.5	-22050.0
540.000	505257542.5	505279492.5	-21950.0
545.000	505257942.5	505279492.5	-21550.0
550.000	505258192.5	505279592.5	-21400.0
555.000	505258892.5	505279692.5	-20800.0
560.000	505259842.5	505279692.5	-19850.0
565.000	505261342.5	505279492.5	-18150.0
570.000	505263242.5	505279692.5	-16450.0
575.000	505265342.5	505279842.5	-14500.0
580.000	505267742.5	505279692.5	-11950.0
585.000	505270142.5	505279842.5	-9700.0
590.000	505272342.5	505279792.5	-7450.0
595.000	505274392.5	505279692.5	-5300.0
600.000	505275792.5	505279942.5	-4150.0
605.000	505277392.5	505279792.5	-2400.0
610.000	505278342.5	505279742.5	-1400.0
615.000	505278692.5	505279692.5	-1000.0
620.000	505279192.5	505279692.5	-500.0
625.000	505279492.5	505279792.5	-300.0
630.000	505279692.5	505279742.5	-50.0
635.000	505279942.5	505279942.5	0.0
640.000	505279892.5	505279692.5	200.0
645.000	505279842.5	505279942.5	-100.0
650.000	505279842.5	505279842.5	0.0
655.000	505279692.5	505280042.5	-350.0
660.000	505279692.5	505280042.5	-350.0
665.000	505279492.5	505279942.5	-450.0
670.000	505279242.5	505280042.5	-800.0
675.000	505278842.5	505279942.5	-1100.0
680.000	505278592.5	505280092.5	-1500.0
685.000	505278142.5	505280092.5	-1950.0
690.000	505277642.5	505280192.5	-2550.0
695.000	505277192.5	505280142.5	-2950.0
700.000	505277042.5	505280192.5	-3150.0
705.000	505276842.5	505279992.5	-3150.0
710.000	505276442.5	505280142.5	-3700.0
715.000	505276492.5	505280342.5	-3850.0
720.000	505276392.5	505280242.5	-3850.0
725.000	505276342.5	505280092.5	-3750.0
730.000	505276442.5	505280142.5	-3700.0
735.000	505276442.5	505280092.5	-3650.0
740.000	505276442.5	505280142.5	-3700.0
745.000	505276592.5	505280142.5	-3550.0
750.000	505276792.5	505280142.5	-3350.0
755.000	505276692.5	505280292.5	-3600.0
760.000	505276692.5	505280342.5	-3650.0
765.000	505276942.5	505280342.5	-3400.0
770.000	505276942.5	505280292.5	-3350.0
775.000	505276942.5	505280342.5	-3400.0
780.000	505276942.5	505280292.5	-3350.0
785.000	505277142.5	505280242.5	-3100.0
790.000	505277292.5	505280292.5	-3000.0
795.000	505277242.5	505280292.5	-3050.0
800.000	505277192.5	505280542.5	-3350.0
805.000	505277292.5	505280342.5	-3050.0
810.000	505277142.5	505280292.5	-3150.0
815.000	505277192.5	505280342.5	-3150.0
820.000	505277242.5	505280392.5	-3150.0
825.000	505277392.5	505280442.5	-3050.0
830.000	505277242.5	505280442.5	-3200.0
835.000	505277542.5	505280442.5	-2900.0
840.000	505277342.5	505280642.5	-3300.0
845.000	505277392.5	505280692.5	-3300.0
850.000	505277642.5	505280642.5	-3000.0
855.000	505277742.5	505280642.5	-2900.0
860.000	505277892.5	505280692.5	-2800.0
865.000	505278192.5	505280692.5	-2500.0
870.000	505278292.5	505280642.5	-2350.0
875.000	505278692.5	505280792.5	-2100.0
