3.000000000000000000e+01	5.000000000000000000e-01	-0.000000000000000000e+00	3.622105802238021255e+01
3.500000000000000000e+01	5.000000000000000000e-01	-7.736520821022318728e+01	2.809732173025865531e+00
4.000000000000000000e+01	5.000000000000000000e-01	-0.000000000000000000e+00	2.503236732613535853e+00
4.500000000000000000e+01	5.000000000000000000e-01	4.817307797206508724e+01	2.377156224893083092e+00
5.000000000000000000e+01	5.000000000000000000e-01	0.000000000000000000e+00	3.146646294395736732e+01
5.500000000000000000e+01	5.000000000000000000e-01	1.562146294495330778e+02	7.708591427060585310e+00
6.000000000000000000e+01	5.000000000000000000e-01	2.983630716166956063e+02	8.293276425334463298e+00
6.500000000000000000e+01	5.000000000000000000e-01	3.627375018887037186e+02	1.008262301086429247e+01
7.000000000000000000e+01	5.000000000000000000e-01	6.073462900210352018e+02	1.215000728047683154e+01
7.500000000000000000e+01	5.000000000000000000e-01	7.759473000204247910e+02	1.458907498250463242e+01
8.000000000000000000e+01	5.000000000000000000e-01	9.026258826658003045e+02	1.656657151496269975e+01
8.500000000000000000e+01	5.000000000000000000e-01	1.079890100237078741e+03	1.926195534077111660e+01
9.000000000000000000e+01	5.000000000000000000e-01	1.243454898410129772e+03	2.182468952947731822e+01
9.500000000000000000e+01	5.000000000000000000e-01	1.371404603525578295e+03	2.385737455337176272e+01
1.000000000000000000e+02	5.000000000000000000e-01	1.432413715457614899e+03	2.480820613530682905e+01
1.050000000000000000e+02	5.000000000000000000e-01	1.468221036170644084e+03	2.533583926807055775e+01
1.100000000000000000e+02	5.000000000000000000e-01	1.437257680913168770e+03	2.474860925672519230e+01
1.150000000000000000e+02	5.000000000000000000e-01	1.353052386108618975e+03	2.326288486349252693e+01
1.200000000000000000e+02	5.000000000000000000e-01	1.176065698789791668e+03	2.021269711563337168e+01
1.250000000000000000e+02	5.000000000000000000e-01	9.501318543001576700e+02	1.633058430342463652e+01
1.300000000000000000e+02	5.000000000000000000e-01	7.126830089565453363e+02	1.224593276496664984e+01
1.350000000000000000e+02	5.000000000000000000e-01	4.535807251851705360e+02	7.791367790581761099e+00
1.400000000000000000e+02	5.000000000000000000e-01	1.707174831416262464e+02	2.933908752448195933e+00
1.450000000000000000e+02	5.000000000000000000e-01	-1.050933652265198788e+02	1.806980572741890390e+00
1.500000000000000000e+02	5.000000000000000000e-01	-3.743773544222185592e+02	6.437448200802112552e+00
1.550000000000000000e+02	5.000000000000000000e-01	-6.087332124065169410e+02	1.048021503433128032e+01
1.600000000000000000e+02	5.000000000000000000e-01	-8.060821969320904827e+02	1.390030235234221578e+01
